P_sat0,P_sat1,P_sat2,P_sat3,Phi_sat0,Phi_sat1,Phi_sat2,Phi_sat3
12273.560888638705,12462.31644362135,12200.16154530366,11852.419649044341,17273.068702358865,20328.603148061782,21253.23020593028,16843.52343598963
12277.943466778868,12445.57852112936,12209.100993662107,11876.129389959982,17308.80798315858,20525.10740260651,21153.007351300315,16893.90324292017
12269.09977466839,12439.533172597592,12212.567288883152,11869.606295654117,17240.1265629138,20470.317605243894,21156.818344693256,16901.090872711382
12277.11074017077,12446.669232486041,12188.795814900326,11853.77014641757,17273.60101130143,20437.12535295279,21180.572182048312,16943.50342603671
12287.85312098577,12464.026960963221,12188.19785856089,11868.265581148482,17213.68385026109,20423.62326002685,21177.05655660145,16907.708603704355
12301.20140734141,12474.794323733006,12171.820998736994,11875.368624951821,17322.97037096435,20455.998665177896,21139.364020350855,16883.33711839064
12295.406082092206,12462.882223834244,12207.419952128794,11875.78498906413,17275.162608287566,20514.06294285961,21224.49421737321,16922.932040543525
12284.126445369882,12456.332010652419,12175.912371256074,11851.011516134486,17335.657463166546,20492.287179319006,21170.598691125087,16868.982871064567
12259.39473256429,12443.137341514102,12171.073841737312,11863.442128494498,17310.514265158683,20405.139811196354,21199.12090012607,16893.40335572959
12268.269131765175,12457.67232376593,12179.754166352448,11853.381317414505,17276.230481116476,20449.323998965905,21281.68285624691,16946.960176606244
12246.478141497682,12418.796240740485,12172.52020029488,11851.15991097275,17333.96571009876,20386.195902467894,21155.882758453205,16762.945373718612
12261.811412967447,12440.689349881823,12141.347636166334,11849.951718965662,17274.79463546215,20522.152390378837,21221.14565089612,16894.415841232556
12259.872922698874,12429.5110301679,12145.160118314163,11860.564129773666,17213.87094669351,20508.59346360814,21125.115506305927,16823.94064917546
12277.896724778651,12434.82631494001,12148.685726884276,11861.4065270285,17279.249602487147,20451.46863803622,21204.656007768288,16962.33300729481
12281.509493910682,12435.661720267351,12160.392983618522,11879.412408720902,17300.51526744719,20451.381102716194,21187.078918045114,16891.455902325113
12265.621673838376,12440.512398881976,12151.878820543194,11888.635934280212,17289.57521281565,20487.985021663026,21173.201922760934,16926.356578390885
12273.983362242257,12425.584766701839,12157.081373548217,11872.725784758233,17264.659055073687,20394.879490295752,21007.8746543936,16853.050671441444
12287.751166221173,12427.862182634364,12136.781393723311,11846.63834838204,17309.14499272403,20422.2162475491,21232.10759230024,16838.857465724665
12273.334233787577,12431.091667615476,12140.94002947325,11885.951441418936,17295.660814207247,20424.722066837767,21109.480906850782,16831.112936254263
12305.599182040143,12448.115120078806,12143.952943051374,11899.317004070988,17265.494569980336,20443.004158112708,21096.951808749585,16872.431706079064
12305.500113108303,12448.58439964601,12163.649902771942,11890.703084730345,17380.653529228635,20524.780111062428,21246.496836537906,16914.086818006523
12295.92761031443,12451.538559350029,12158.917808711689,11901.941897612587,17306.791470646316,20433.631236996793,21105.81208675135,16995.80505285474
12306.84427457479,12452.929203030446,12147.684586047253,11892.565867473135,17288.9323516288,20452.604681149547,21129.99108728106,16877.14169133753
12289.171080155204,12443.998389660715,12145.449291818686,11903.375882658309,17283.787546852593,20440.27342121075,21025.516616004857,16923.3681656929
12278.243482429352,12422.59341454108,12115.06627161185,11873.8696855545,17351.154923103208,20463.589335969864,21059.298030422367,16761.393693072037
12296.853256760185,12414.297652314095,12132.543112066403,11886.805059702128,17335.685705087435,20406.067691314518,21058.474147196077,16955.15477936292
12286.000402936093,12401.7459544255,12122.391201536477,11900.55216530826,17247.602959525844,20474.026374221456,21024.020520381724,16886.128131297533
12302.074002730616,12415.798181920343,12102.87019334289,11873.716278775633,17305.95983949248,20447.880727598273,21063.891549437805,16862.576812989388
12295.789568796272,12394.524851541099,12096.668231951706,11879.066356896332,17332.6848607493,20301.18480461447,21151.78752920343,16931.724723186606
12287.391975804376,12426.290814206523,12106.955932725252,11900.495296543811,17283.937192222715,20394.982128705597,21022.93681986404,16871.82942214725
12276.86860282536,12412.447679110273,12115.546174009873,11897.5990003001,17291.996657071475,20403.637519007636,21042.33661126112,16852.657553988694
12288.902194012642,12412.524422074823,12106.131566119875,11907.402907459369,17342.10442018692,20382.21232619762,21114.30888581931,16904.65326355625
12286.881644324223,12416.94140233131,12082.848711142706,11900.352923923163,17347.829378383452,20415.241927874136,21089.815632460773,16848.939814567642
12279.108167729642,12388.416213565442,12067.396824899213,11894.847227156155,17300.569272841694,20455.64425848193,21128.286711884048,16886.36203279002
12255.168530328428,12392.287468153514,12044.298670375334,11886.910148148112,17291.053099839944,20408.019436932063,20957.198740954416,16816.31007352936
12229.853074935763,12357.14375844015,12019.070536713929,11845.273720613226,17170.67619723973,20307.303457747275,21048.02368661645,16866.37775669828
12222.756118298657,12361.14259131086,12023.974235671469,11854.293571229604,17267.05744652082,20377.252254331604,21002.481292841483,16827.43027547465
12220.356464282231,12364.246793170938,12022.422507505775,11864.388504402976,17216.98337682882,20271.02466010335,21028.838115607985,16849.519711671946
12237.687117053005,12364.522493641094,12033.476840054434,11881.061230097648,17176.239794695637,20394.180894051788,21029.76797092961,16847.99112499617
12266.38049568429,12353.59446195335,12018.799257207722,11858.405573543187,17256.873885763714,20415.8465214098,21019.72898361058,16858.945096849424
12225.9342927313,12344.301612693986,12019.79365548566,11866.921831034946,17246.444982076726,20365.703669786497,21109.182845065385,16798.280472338414
12241.35018680331,12342.160972895452,12031.951979380081,11863.914786003694,17222.33380606174,20383.164675270385,21019.05222203844,16824.098438947967
12213.212597768495,12345.887819827944,11998.44534584838,11827.459698760822,17305.335903949635,20309.902728412286,21014.219806084348,16806.71630485726
12208.60086937902,12336.116162235048,11973.073245420446,11835.342107968345,17257.147176271974,20323.44319872231,20958.573244182302,16945.261831616688
12215.260991179128,12313.984230718712,11972.913563080558,11830.110650261862,17239.224473337636,20321.99712779434,20881.93689415006,16818.867519468677
12197.13604891631,12276.950049791703,11931.649995109346,11802.302604850574,17183.711242072302,20284.065583668216,21051.887016593253,16794.13291253847
12168.233017133065,12249.043801688209,11936.850354229246,11768.603219112743,17129.16305073823,20326.494558479044,20820.312703891323,16791.414955743665
12163.113750773351,12254.978503433891,11904.80405086713,11808.83870819694,17163.289618947354,20295.701866149284,20853.06481842542,16760.19866584278
12136.133676651307,12254.831422952328,11901.083536206306,11783.804548552589,17203.52544840167,20269.205385179135,21000.024271046943,16797.766108493415
12145.631737764958,12232.384625273058,11886.37529003833,11801.670725666761,17100.39872411827,20237.708320762096,20866.323384319574,16751.805610900265
12156.6196874636,12255.70369560721,11888.938983245434,11800.122765682816,17205.318277100876,20258.031116814866,20914.22725033656,16824.02030873757
12168.812741884441,12244.660263494845,11882.491940173993,11780.20505369843,17233.522744620157,20184.801107829542,20890.286446321144,16802.18835208238
12179.364648166571,12244.997287641052,11896.576512016878,11783.331517346402,17214.34763930686,20261.786006912393,20871.895072723935,16776.853266822345
12136.737392316427,12226.571196695608,11884.249213752606,11791.275506777138,17247.60705408771,20213.243536209746,20908.111978757664,16711.00197984099
12137.257618635418,12206.658713860334,11883.595697463721,11763.896368387821,17206.59047915078,20208.416438777567,20793.57151624776,16667.157673169106
12136.443374118739,12213.880640256108,11865.266212677032,11775.198591021861,17131.343984434287,20146.454175803032,20865.100784921946,16788.56267893626
12136.568628678202,12208.426512830076,11864.935503874618,11777.879332196404,17104.118494299826,20135.638988963998,20900.147042559718,16787.337216952037
12125.006158847935,12187.453754532435,11828.97134370939,11783.656072833894,17128.10080325212,20256.360974450727,20805.095016225256,16821.301416680755
12138.202803938659,12203.52033696214,11856.71409594004,11791.806679686633,17256.255311230758,20235.03469161252,20834.445669587523,16841.661183261414
12113.66223133703,12201.545565779705,11822.639593988457,11769.403166414526,17068.963605399684,20163.341000141543,20814.590687981596,16773.028072961595
12134.318493118446,12174.192421849844,11795.823988856258,11758.457959721802,17149.439877896555,20178.632809725834,20872.65684376913,16728.482534286653
12084.869177317009,12179.213910514318,11829.443711357122,11776.01896617009,17172.9193750424,20200.128784203836,20852.886370140714,16790.06403117882
12112.903939270362,12147.920700018602,11810.559864632025,11752.150356464157,17149.01062441702,20245.484311854747,20752.818367888114,16829.878494622604
12072.492769412274,12141.28951866798,11795.44138564859,11748.377788854234,17145.81272810505,20133.572469266768,20804.128302125016,16731.208373145364
12096.703336673558,12149.873644249034,11795.60886832071,11743.011120733341,17078.938485891802,20111.155327753164,20802.49417847829,16752.134034651634
12096.420829195426,12114.730655505608,11797.033454340262,11744.021348570828,17155.160137555977,20112.60527950919,20757.26540120123,16731.821131193257
12093.25135448251,12146.17387896052,11776.144560238572,11756.43991271437,17066.7820117128,20186.906983526762,20766.357437326424,16807.713928212863
12103.25381940211,12140.270388357252,11775.328035671022,11752.232656685439,17104.655958067466,20125.810931680724,20835.341769044375,16820.19352245235
12123.313127203568,12158.142848014291,11799.547236140968,11763.6022798275,17079.484030697582,20189.587388356016,20762.0908396545,16765.098733595096
12081.836965822227,12135.695904685044,11778.564785438146,11757.326956036344,17083.262678972802,20194.44971911501,20776.854029588652,16772.063062113953
12065.95373431648,12120.276505242831,11752.533911060282,11746.86988331883,16991.697780243005,20126.45006103194,20724.89553055737,16763.91562996035
12080.564245974996,12128.522339700605,11735.353664284381,11736.830514341005,17081.223861417813,20131.07179760201,20785.375413450816,16772.69117098141
12060.831234946909,12111.101724938006,11749.036312477921,11742.415908019912,17111.902058446245,20184.783627865447,20767.767520290545,16708.284393460934
12066.605264358554,12105.298649729983,11745.287789156073,11744.561753342901,17038.46147965589,20032.80879339569,20731.19922914119,16831.489255158445
12068.74710551034,12116.44971791209,11751.86235491205,11751.415187950815,17018.813753827064,20054.580408417074,20720.190163467,16803.438992942083
12054.590095382802,12085.683780007947,11748.077003310285,11749.813606094558,17024.427423794314,20101.700992831862,20750.512111632586,16793.560902282916
12063.710259656551,12084.965370620765,11725.948479246814,11746.167173762584,16984.9591490184,20131.991074700847,20728.01588668568,16817.702554196127
12035.343999114863,12097.251656392147,11722.185602164891,11751.164048884562,17075.40699951289,20120.799344705458,20795.0348871562,16736.614949470535
12049.764470404876,12092.179692111806,11727.399885637798,11752.308344072413,17087.12576049041,20179.183523571308,20735.585480866255,16820.81226591478
12021.467646376313,12079.865239558545,11720.501352976931,11732.292921983415,17077.53296547912,20016.260595076965,20609.206655515172,16844.95772017078
12030.503468601793,12088.723636067,11722.430794011698,11759.835699447156,17077.406481013935,20085.809935513644,20721.017259127177,16802.781838002327
12028.354781214572,12065.268010553413,11702.411660517384,11733.069221524236,16889.842864197974,20043.054757459704,20651.17089533563,16766.11432491519
12019.842647320063,12081.679363997568,11705.00007393859,11753.052131027986,17012.757875543954,20011.363744747607,20733.633101707364,16671.15106096553
12023.37299687516,12070.627405529354,11699.352375521936,11753.324407047616,17102.71019526946,20013.70105989042,20737.15313257376,16755.261253263685
12042.483731315879,12069.185960671786,11697.792609491944,11747.771447715137,17089.773744406943,20128.09847816012,20704.72403485812,16739.947609508225
12049.703951458487,12053.68012331788,11707.459844065603,11775.99509080897,17109.507015460924,19992.452426493233,20695.6197620122,16762.72191063761
12036.091365768276,12025.13364563127,11674.798993184175,11743.26491916309,17083.188286392604,20052.755132772556,20723.640162206055,16694.606523034287
12042.86677326456,12030.025236773827,11692.80921405811,11747.732663629879,16990.318230777513,20057.159364675324,20705.71304570756,16783.65633280856
12040.650702316954,12031.3044406343,11675.004293940252,11747.242706163655,17093.8094448509,20018.336709692307,20668.870067412598,16761.48179766707
12003.064404063305,12026.656080150566,11638.575764529938,11734.70666640679,16986.977441984964,20010.769687140688,20767.510799081625,16726.05178487034
12001.51029604749,12005.860203599315,11661.58074971576,11754.426148576966,16963.056894099747,19928.712714749643,20758.451489269617,16769.421238256517
12002.230644231506,12004.2162578753,11648.238181381765,11740.91649558732,17081.164038072162,19952.124948279936,20614.386159830312,16817.84399909568
11991.942077894928,11992.251332365217,11625.920544296827,11733.469638636332,16914.351370283563,19895.031134732362,20618.43949051316,16831.340030901563
11983.238188825044,11997.391634573109,11604.741264232827,11734.036431489887,16934.20794205275,20056.478745592514,20666.45943635821,16744.848771092933
11985.828778716697,11974.942987119906,11616.60973007153,11724.178646156875,17051.796869710848,19996.27844082988,20599.26855224763,16735.162182611883
11964.442091769415,11967.040355152565,11608.792306133713,11734.674599752774,17000.998908092803,19922.281679513933,20617.163164786107,16752.310277962846
11969.277175355495,11955.20303456281,11593.935931494763,11730.673509970744,16974.16728928464,19945.78752299591,20610.019725361,16733.68571553891
11963.40584671362,11937.635380751259,11598.392480695367,11729.196471303256,16886.530098624622,19983.057372746473,20551.052592788714,16738.936840242168
11965.274680803515,11956.938420145292,11590.236765941,11718.143787233494,16935.48110138538,19952.346609397122,20644.798467233897,16690.15372088782
11956.713290801907,11924.74936607243,11590.425019089887,11711.95757452608,16856.44460114569,19957.762774377767,20651.850776043055,16727.502512552088
11948.388245575103,11925.661526021746,11568.223009429816,11708.753903710569,16896.43060318696,19877.00122443651,20579.18743773727,16715.638320719325
11924.03456517623,11931.090699866465,11572.111705191915,11704.013033315738,16953.782202488455,19984.029201482885,20505.99500639074,16687.2485394183
11923.761144223217,11898.261779356228,11540.705752984339,11670.908964819422,16941.228929907033,19874.605945916355,20638.1017858201,16647.066717954443
11932.534771788369,11901.372842243607,11560.966623819058,11711.246470315422,16971.439487477444,19953.785490743314,20613.280607901157,16690.264566600268
11949.156894631204,11926.726510414406,11568.075113787214,11709.194183264079,16980.391950861445,19858.74815879326,20621.57564504541,16748.727668120195
11935.75056214298,11905.503510599698,11529.899973818405,11708.558386390238,16978.533987935152,19986.946295964968,20564.060696621942,16731.853847672563
11903.48410139512,11888.542941813566,11537.232743716377,11704.715771736335,16900.099241564112,19876.198672177474,20527.67688366596,16693.099577275567
11917.603790916133,11896.138502085167,11547.249301167663,11732.176340833292,16870.614981952756,19857.721145848933,20571.621505261235,16754.906610894024
11937.972188925416,11894.330690029037,11554.76706986451,11737.65762951177,16931.775845572654,19901.454131560833,20557.0668543553,16769.497465908258
11960.410643632644,11899.164131784693,11550.069526215688,11749.102198697718,16925.54099164305,19935.466533412393,20503.017879675303,16754.773563105995
11936.339379026776,11915.916944165316,11548.590394962599,11753.186532659132,16916.779648561733,19922.114649050553,20555.521651098057,16690.113104648834
11917.986281869942,11902.889090439214,11535.786651063307,11730.864628147767,16964.506617559127,19832.90526765127,20604.79727625906,16694.859293856625
11919.087636183107,11861.99463788111,11529.717183210185,11728.331216988201,16909.046544381494,19884.64162717027,20523.860578932276,16689.87433442329
11913.76958955242,11868.505504184031,11537.810516135109,11721.402370325595,16914.603357219803,19945.59080568757,20585.147647620117,16755.939632565343
11911.404932640906,11856.123357623956,11525.148779720597,11715.569275184593,16926.836238181273,19883.76773618192,20480.326669088554,16687.0802250422
11897.141697902807,11859.661981600662,11510.158392443083,11710.556539375335,16858.93965836886,19886.16124104653,20554.199256973876,16673.538599445936
11875.881619512114,11835.29717080778,11497.806318348636,11699.242259043673,16854.172430885254,19901.326774109668,20463.969384606266,16753.328564522904
11889.889296910738,11813.853615684333,11506.879232305253,11692.708304393243,16857.968457122737,19825.525028906093,20540.0383452628,16689.45428378034
11865.989605597406,11828.717955167927,11487.862375117898,11716.44104967898,16991.31146125835,19868.977883405598,20481.19345945579,16714.277366102833
11877.809569573335,11814.60034858332,11477.779347237738,11702.683554124493,16789.552795152944,19811.515448185164,20543.6703310057,16689.730087554373
11886.198245945005,11795.846528796586,11488.252513833659,11719.61633877479,16839.27616296774,19789.40811962846,20540.933717826003,16734.61417962187
11870.1591624369,11799.157588772587,11499.757465824492,11727.86735855658,16815.393561738943,19766.499465208777,20459.033960319324,16703.80736421662
11886.60585477312,11816.487521937785,11498.767948694487,11728.843130005343,16817.052858962736,19851.722583501753,20502.25303845211,16802.879643758715
11881.583715043664,11822.619436232439,11511.104699505024,11735.015227901506,16908.183783192057,19772.520021278957,20437.57478756206,16733.296643061167
11876.241730349757,11805.332166463262,11483.547118771874,11726.25449654186,16920.681960672653,19842.57299374297,20471.286967434535,16725.52719923018
11873.956949429787,11794.862346301765,11475.59904748301,11748.420334185032,16892.247343131512,19856.73563077886,20478.488667258855,16726.59879957744
11866.899616884579,11780.676008892802,11478.990779158612,11715.048369498663,16860.268027322545,19780.960117419025,20425.816381093573,16680.996028393576
11898.080163872446,11824.922860584682,11495.968750875829,11747.123202570172,16888.472311749516,19896.6551478268,20514.490847017583,16757.83587339892
11887.368891135377,11799.064042594173,11474.888860373294,11741.294961227784,16926.79623355375,19799.75709472869,20467.64098484446,16682.965647117107
11848.024913002448,11784.199704343768,11456.844754713477,11740.50903488633,16929.597009296842,19842.88312051968,20495.401439231748,16727.040184982237
11854.501851071193,11759.98356114583,11444.344189774014,11720.591198505528,16900.911768918533,19756.521847438413,20376.9310033953,16697.897477315335
11831.191664395432,11758.137695586021,11438.221298511848,11713.16347838956,16771.925131186432,19719.986863423776,20403.4279947107,16679.164803563934
11840.356270864444,11733.659248280414,11448.029355184655,11729.988275037029,16721.91860859303,19668.473036243264,20342.62985134944,16760.13528546452
11833.763640324722,11748.034195300243,11438.48511725242,11716.47694801253,16817.13897872611,19773.550271363045,20413.541318338506,16740.711188944086
11825.575325092317,11725.11126107559,11416.898859417064,11718.772354213907,16703.111758381838,19691.68373165255,20324.34829657343,16790.831622551555
11819.744247809087,11711.152196829453,11420.16740487175,11722.013924544053,16786.133528257575,19717.866406958678,20451.707830866806,16699.7871553
11829.72518787503,11731.20394491097,11433.756229694443,11727.689768447255,16792.118223532474,19709.96100024591,20352.103263473222,16737.625497040874
11801.302531150506,11734.611419991828,11401.520119237592,11709.725156930272,16696.778585393775,19730.90655056977,20388.533894398948,16689.642605585308
11828.621193691537,11748.127561639016,11432.04804330347,11723.309450996923,16854.287740015312,19699.184421109454,20457.810768520503,16703.172515441984
11794.704450374333,11697.348242621834,11380.081192400134,11713.554303605737,16761.781154053988,19729.76198391428,20327.368039132158,16733.515858470408
11758.250872827679,11684.555030737944,11382.569009707957,11692.908414083022,16842.869629755856,19608.542856588065,20365.2960176372,16707.83541883124
11760.32234577057,11670.46588035161,11371.378944055328,11686.988717151235,16729.99111649107,19708.555496307374,20341.30895727234,16699.165240169114
11757.999654875308,11657.173435545345,11372.823306564911,11681.344867859909,16772.266667100273,19584.00853649583,20347.00534910197,16754.571025470657
11752.1889339194,11656.523102257956,11351.878977095319,11701.801581845275,16814.546587595058,19619.061401847703,20279.026244947105,16684.250892284348
11738.836569333385,11654.62051554512,11344.60646060283,11658.033462091735,16577.849179657656,19666.96721004689,20390.75264475592,16580.769392472434
11735.771382280187,11624.61667210879,11335.338291732543,11678.531181010067,16793.308504913784,19640.789828290723,20374.63064695914,16613.119778829827
11746.896743679165,11652.921459445235,11333.318510265846,11678.84858728175,16721.924750699338,19556.37879491708,20307.88604509354,16665.619751740946
11743.874736304511,11609.421324102494,11339.588672384443,11696.595785340565,16881.79736457666,19694.662745484813,20397.55452891663,16622.992422793515
11742.806962102122,11601.071341494335,11341.75248094508,11694.013232983934,16806.122173300024,19611.8562470513,20311.65630188106,16635.93070181102
11742.935738126114,11617.22145548345,11335.925510826946,11693.625781312781,16792.233792456092,19621.659025355533,20373.309474584126,16755.78684696495
11716.181424725437,11610.110252500794,11321.85417879988,11698.84511004671,16692.95663654687,19589.225320571397,20358.40373891112,16674.52573975581
11699.033001580176,11582.673380922452,11297.627647741212,11653.98549217463,16728.902868644484,19561.011765099396,20303.094375085337,16631.80005834037
11690.560074171392,11553.17996245347,11289.91027989984,11656.38645954398,16695.583548194656,19569.8433560019,20202.3123547885,16667.170274888795
11681.207161011602,11570.223725775406,11281.609112722012,11647.224639368615,16711.60565307632,19595.86857637302,20206.384904742128,16658.167713540606
11671.131451696647,11543.270575937808,11266.679283018124,11635.065126917856,16694.28694662052,19537.2382274516,20257.704420117312,16604.504564882307
11677.73169529232,11548.167407705745,11283.770818068186,11650.719392672901,16775.347746634125,19487.429467026283,20207.119960594173,16681.840723122372
11669.049357223632,11529.208247009536,11263.698427353345,11659.045841037147,16659.8966078523,19490.70328449547,20165.46681202054,16601.457515421156
11675.653682862894,11527.465077387165,11285.7606210689,11639.824762481598,16726.23856006932,19528.10444520734,20238.750903954235,16652.93033172105
11651.794479306256,11511.31388598655,11249.15936077129,11625.14569337898,16624.978883157226,19600.532432908545,20150.982788347028,16672.936461073423
11632.045939153168,11520.788072032223,11254.353319425058,11649.232024757834,16573.77593193786,19507.206900697212,20288.480566013408,16600.06094164582
11662.676563799936,11532.431982777713,11242.472792400855,11658.934469672531,16618.783232021033,19503.933614967766,20176.474109618437,16729.919208194082
11638.00764256757,11516.005893764035,11257.211287718748,11661.281334060654,16611.079077672883,19465.966821210364,20271.013664100672,16650.635688953455
11678.62193611172,11547.961233523944,11288.823392571752,11694.008976638162,16602.319810529818,19580.085901580373,20290.952833574655,16702.969745041588
11651.122265234999,11509.326711462387,11276.083051532309,11656.392767032969,16677.810656023565,19618.420083145254,20265.937900295892,16657.802367838456
11652.12576713452,11495.354997412642,11256.000478863685,11670.488738060689,16657.683080532144,19445.105778707082,20230.674356828487,16573.321617494214
11652.55112994974,11516.456674905741,11271.926638030767,11686.516537585228,16577.06854498174,19435.38119670563,20246.93642236108,16673.993233225257
11649.972257236943,11503.569763424533,11285.872672926094,11661.080574446587,16629.620234960144,19447.058232188432,20262.24723649193,16630.30822283342
11618.053030907282,11464.737344147614,11237.372003808357,11661.812485233344,16656.002747441362,19474.002171132357,20234.623677452702,16655.644866221173
11620.726046885062,11476.193665021314,11260.915203311239,11678.376556695332,16648.415460142733,19469.69640774731,20272.247342698192,16741.494566709825
11614.67124750508,11447.169915670764,11228.637417622525,11644.04650734197,16524.987597815838,19543.876332788826,20265.398565845644,16645.437985431363
11582.275656992944,11437.424188789288,11225.735920982792,11635.429316162106,16653.28571110079,19448.482559433836,20236.908545158083,16577.18975261377
11609.661743935832,11435.143820380632,11216.278769610082,11640.5747201497,16451.51397120281,19373.932568714696,20230.388972362078,16616.3834326998
11606.464567912835,11433.592760767788,11212.795841814137,11643.448897603716,16544.889754094846,19444.015531407837,20164.244000718016,16609.01924711697
11595.392755037527,11440.867238941317,11233.778856750754,11633.921734388015,16617.323156449682,19422.552684836814,20217.471140244535,16762.40968110414
11578.864096726598,11427.066063446775,11202.075544454454,11653.200544928599,16616.604032722553,19565.02873644524,20246.275501678938,16619.64226393407
11578.885636792673,11438.263149574763,11207.363817606878,11649.791990101692,16501.450325108148,19502.038385027376,20302.879990816786,16706.33576605563
11586.54021201043,11406.70177884367,11217.855750775914,11655.032393692225,16650.289102056304,19374.551157493053,20153.595082367883,16693.42076562871
11606.348040923078,11426.742696129671,11212.833322271363,11646.988975057535,16579.551279574753,19399.627905629808,20223.309485673155,16687.20172098007
11569.57283477247,11395.687585343647,11193.517296233087,11646.298568364737,16533.08586114965,19365.633329846387,20154.61080660991,16613.938078508003
11577.409488393203,11413.047638217628,11213.678217804963,11645.450545204594,16503.40162514372,19416.75271408797,20254.858465540987,16694.782050903515
11575.352895769092,11389.438983320604,11210.75008425098,11640.318204599102,16626.51612675647,19402.968626913447,20179.447442409415,16684.921281339128
11553.96794983356,11402.18155660704,11203.75313261406,11646.883841410166,16458.17077384593,19376.205445195374,20225.32921547341,16579.02710352387
11552.2668380334,11366.855688560867,11183.328791466029,11637.400986759243,16469.713235224925,19516.115811711257,20199.30801390121,16675.022415310803
11548.931203922497,11365.808638126102,11179.42639053989,11628.182989230476,16596.719851451835,19285.818945793657,20186.20087881573,16617.637517342435
11554.51923797519,11363.584890639784,11202.910744651319,11646.147396262213,16546.573209275804,19340.382193575027,20194.400876514257,16655.803702300997
11536.381599720587,11365.52055184612,11165.406059260335,11646.056137557707,16531.242929504613,19361.994517156934,20224.955057359173,16687.686435506686
11554.266073081342,11366.077656940879,11166.938415865916,11630.48680941915,16520.324928114707,19295.253622884065,20186.329925447026,16543.26566223642
11529.774114432686,11350.964357401912,11184.205602874265,11627.124195065806,16642.558097576482,19270.3133547642,20100.36397265362,16668.0419003676
11526.684882998028,11356.119872015192,11174.718318381345,11640.337023593764,16526.673936438063,19345.400914390604,20151.999297872862,16658.784190068192
11553.206903619524,11360.144330916184,11186.89648350096,11660.990535367295,16555.683482595843,19341.022344501616,20333.004363617227,16531.890416778308
11543.330151018297,11360.97727272621,11218.952747703883,11681.16536726936,16594.943846253893,19417.241265892026,20248.638287026784,16547.85374297839
11564.058548476169,11365.79960230164,11215.169590258327,11662.23055685873,16529.27626268929,19407.398277594377,20189.59735310267,16709.28376620413
11529.953762466055,11336.919021597154,11194.357694485992,11669.87513314941,16555.15004268503,19273.96023440352,20212.27813258677,16640.187505884187
11537.982423614054,11347.852830402118,11199.020648524089,11676.627915918738,16619.72673315652,19282.476498279324,20256.752993010585,16614.850563104173
11518.418916192637,11326.801710121841,11179.263198336173,11644.743468573992,16582.076592172147,19404.537106652057,20176.00915478151,16624.967296326664
11532.699744048505,11329.02095843009,11198.614563911075,11669.965664389589,16470.273514734392,19261.77254710488,20153.740168261123,16602.16014456828
11527.580705431223,11347.909995225784,11197.322208289263,11704.841535190722,16534.678785028274,19406.396413243034,20147.978117594164,16708.970955432655
11552.94335117428,11372.753734526013,11231.8459906377,11704.317577468162,16556.675452991272,19269.225801460507,20171.73071430626,16731.893069658126
11561.535239525176,11361.302180163873,11232.386928115808,11676.759691406682,16498.82543558881,19402.822071623978,20300.31430425895,16744.785466078923
11539.246772199858,11376.461140313664,11221.997943657638,11708.840805300642,16547.45894497076,19389.99637510889,20132.171864796444,16734.505117920617
11530.710655157392,11334.115021431931,11202.422313117264,11674.779694975148,16545.59491795209,19297.27867601818,20118.621484846462,16704.53117797889
11531.498474833828,11319.30067640959,11195.733144009742,11674.373452374533,16547.433596567134,19335.33466427883,20163.794371276897,16747.67172721981
11530.241965636233,11330.600077137691,11216.084913741079,11670.573007727524,16516.614974856555,19354.372365278527,20212.892465439407,16691.80386584851
11538.287592232044,11319.390800594336,11195.113575248524,11690.511198710607,16534.740533339733,19308.6392386197,20201.46501192144,16663.477009145656
11537.567114667749,11324.277420835575,11205.923065762114,11697.61163853166,16484.35549000812,19310.94631659757,20220.085802827216,16722.309313321555
11529.39854718951,11336.66335619177,11205.558655435467,11706.076913572238,16614.43501216809,19365.23417011629,20190.350160863753,16706.29828836131
11533.629973939751,11347.168960148229,11230.606221131653,11702.351420605633,16531.211365986022,19356.499997059578,20263.048765341955,16671.610366185618
11539.551826465151,11342.090684517549,11213.055505005053,11721.240967363563,16570.70101215799,19338.864919224903,20180.01715737056,16759.04680483914
11540.735446050177,11321.107933518915,11240.200586984445,11709.875438037865,16526.30509134924,19348.64381636341,20165.32708087337,16767.81887865337
11529.036440941498,11336.044949391682,11216.171218668518,11721.629086132867,16464.136578433685,19267.196983797945,20137.8758603264,16758.073758127117
11509.900077741651,11279.411512075274,11209.791936900376,11688.702724235305,16489.877812274553,19309.785288648964,20248.443097619554,16655.39667963463
11499.123746153717,11268.251280666509,11188.50466864012,11696.260570622942,16494.7390877219,19282.49179824305,20217.634977972175,16705.707867532645
11504.294686834832,11291.227560502492,11200.911494107873,11696.227378156958,16491.571155837355,19258.718152126785,20262.993972112283,16753.763070557085
11494.840870047346,11274.41203489867,11179.642023144852,11675.976993955199,16437.440594149848,19289.929319181785,20177.18514239882,16665.28424980561
11497.39317736906,11277.168280684009,11205.110714418079,11676.312117230918,16548.80526365689,19251.203850182883,20225.518746490652,16709.163524061758
11487.675177668483,11285.132291197284,11203.856305545993,11700.715782510773,16421.368429693823,19293.432521097682,20221.156850494815,16708.025879057193
11489.801876134292,11295.362334535024,11208.300835979402,11717.484900440137,16598.282990725274,19345.628287040796,20273.018846314302,16669.309320448556
